AptName,Target,EntrezGeneSymbol,ColCheck,UniProt
seq.19159.9,DNA polymerase subunit delta 4,POLD4,PASS,Q9HCU8
seq.11396.39,DNAI1,DNAI1,PASS,Q9UI46
seq.11442.1,DNER,DNER,PASS,Q8NFT8
seq.9769.48,DNER,DNER,PASS,Q8NFT8
seq.24669.12,DNJ5B,DNAJC5B,PASS,Q9UF47
seq.11582.63,DNJA2,DNAJA2,PASS,O60884
seq.9744.139,DNJA4,DNAJA4,PASS,Q8WW22
seq.11438.6,DNJB2,DNAJB2,PASS,P25686
seq.23252.4,DNJB3,DNAJB3,PASS,Q8WWF6
seq.18884.22,DNJB4,DNAJB4,PASS,Q9UDY4
seq.11606.22,DNJB6,DNAJB6,PASS,O75190
seq.20942.4,DNJB8,DNAJB8,PASS,Q8NHS0
seq.11214.40,DNJB9,DNAJB9,PASS,Q9UBS3
seq.24917.95,DNJC1,DNAJC1,PASS,Q96KC8
seq.8016.19,DNJC4,DNAJC4,PASS,Q9NNZ3
seq.8653.132,DNJC4,DNAJC4,PASS,Q9NNZ3
seq.21452.3,DNM1L,DNM1L,PASS,O00429
seq.19142.39,DNM3L,DNMT3L,PASS,Q9UJW3
seq.25037.4,DNPEP,DNPEP,PASS,Q9ULA0
seq.6533.20,DNS2B,DNASE2B,PASS,Q8WZ79
seq.6324.11,DNSL2,DNASE1L2,PASS,Q92874
seq.7997.118,DOC2B,DOC2B,PASS,Q14184
seq.25904.17,DOCK2,DOCK2,PASS,Q92608
seq.14002.18,DOCK9,DOCK9,PASS,Q9BZ29
seq.24420.57,DOHH,DOHH,PASS,Q9BU89
seq.16831.7,DOK1,DOK1,PASS,Q99704
seq.14246.50,DOK2,DOK2,PASS,O60496
seq.19578.19,DOK2,DOK2,PASS,O60496
seq.9123.18,DOS,CBARP,PASS,Q8N350
seq.12692.56,DOT1L,DOT1L,PASS,Q8TEK3
seq.12825.18,DP13A,APPL1,PASS,Q9UKG1
seq.23272.8,DPCD,DPCD,PASS,Q9BVM2
seq.10528.2,DPEP1,DPEP1,PASS,P16444
seq.8794.13,DPEP1,DPEP1,PASS,P16444
seq.8327.26,DPEP2,DPEP2,PASS,Q9H4A9
seq.23670.11,DPH2,DPH2,PASS,Q9BQC3
seq.23373.77,DPH5,DPH5,PASS,Q9H2P9
seq.25235.2,DPH7,DPH7,PASS,Q9BTV6
seq.11562.9,DPOE2,POLE2,PASS,P56282
seq.19170.25,DPOE3,POLE3,PASS,Q9NRF9
seq.21210.33,DPOLB,POLB,PASS,P06746
seq.12851.5,DPOLM,POLM,PASS,Q9NP87
seq.7890.68,DPP10,DPP10,PASS,Q8N608
seq.8346.9,DPP2,DPP7,PASS,Q9UHL4
seq.21969.5,DPP6,DPP6,PASS,P42658
seq.25281.50,DPP8,DPP8,PASS,Q6V1X1
seq.21589.80,DPPA4,DPPA4,PASS,Q7L190
seq.13943.38,DPY30,DPY30,PASS,Q9C005
seq.13567.1,DPYL2,DPYSL2,PASS,Q16555
seq.12707.26,DPYL3,DPYSL3,PASS,Q14195
seq.20247.17,DPYL4,DPYSL4,PASS,O14531
seq.12683.156,DPYL5,DPYSL5,PASS,Q9BPU6
seq.20165.4,DPYS,DPYS,PASS,Q14117
seq.7757.5,DQA2,HLA-DQA2,PASS,P01906
seq.20518.11,DR3,TNFRSF25,PASS,Q93038
seq.5404.53,DR6,TNFRSF21,PASS,O75509
seq.9259.35,DR6,TNFRSF21,PASS,O75509
seq.5249.31,DRAK2,STK17B,PASS,O94768
seq.8359.149,DRAK2,STK17B,PASS,O94768
seq.8399.6,DRAK2,STK17B,PASS,O94768
seq.7084.1,DRAXI,DRAXIN,PASS,Q8NBI3
seq.6962.5,DRB3,HLA-DRB3,PASS,P79483
seq.12759.47,DRBP76,ILF3,PASS,Q12906
seq.4209.60,DRG-1,VTA1,PASS,Q9NP79
seq.17849.6,DRG1,DRG1,PASS,Q9Y295
seq.8034.6,DRGX,DRGX,PASS,A6NNA5
seq.18323.39,DRP-1,CRMP1,PASS,Q14194
seq.2760.2,DRR1,FAM107A,PASS,O95990
seq.13126.52,DSC2,DSC2,PASS,Q02487
seq.4981.6,DSC3,DSC3,PASS,Q14574
seq.9175.48,DSCAM,DSCAM,PASS,O60469
seq.18886.28,DSCL1,DSCAML1,PASS,Q8TD84
seq.24634.1,DSCR6,RIPPLY3,PASS,P57055
seq.22568.7,DSG4,DSG4,PASS,Q86SJ6
seq.23352.9,DTBP1,DTNBP1,PASS,Q96EV8
seq.18280.29,DTD2,DTD2,PASS,Q96FN9
seq.24701.21,DTNA,DTNA,PASS,Q9Y4J8
seq.25087.11,DTNA,DTNA,PASS,Q9Y4J8
seq.11430.49,DTX1,DTX1,PASS,Q86Y01
seq.11643.73,DTX3L,DTX3L,PASS,Q8TDB6
seq.23323.25,DUPD1,DUPD1,PASS,Q68J44
seq.21183.1,DUS10,DUSP10,PASS,Q9Y6W6
seq.12838.28,DUS15,DUSP15,PASS,Q9H1R2
seq.14631.22,DUS16,DUSP16,PASS,Q9BY84
seq.20959.12,DUS18,DUSP18,PASS,Q8NEJ0
seq.20984.142,DUS19,DUSP19,PASS,Q8WTR2
seq.21191.24,DUS21,DUSP21,PASS,Q9H596
seq.17326.44,DUS23,DUSP23,PASS,Q9BVJ7
seq.8967.6,DUS26,DUSP26,PASS,Q9BV47
seq.9940.35,DUS28,DUSP28,PASS,Q4G0W2
seq.3480.7,DUS3,DUSP3,PASS,P51452
seq.10035.6,DUS4,DUSP4,PASS,Q13115
seq.12341.8,DUS6,DUSP6,PASS,Q16828
seq.6525.17,DUSP13,DUSP13,PASS,Q6B8I1
seq.9995.6,DUT,DUT,PASS,P33316
seq.13575.40,DVL2,DVL2,PASS,O14641
seq.11493.169,DYL2,DYNLL2,PASS,Q96FJ2
seq.14331.262,DYLT1,DYNLT1,PASS,P63172
seq.12867.40,DYLT3,DYNLT3,PASS,P51808
seq.11572.4,DYN2,DNM2,PASS,P50570
seq.9823.2,DYR,DHFR,PASS,P00374
seq.25301.48,DYR1A,DYRK1A,PASS,Q13627
seq.20205.55,DYRK2,DYRK2,PASS,Q92630
seq.21662.121,DYRK3,DYRK3,PASS,O43781
seq.4359.87,DYRK3,DYRK3,PASS,O43781
seq.22124.94,DYTN,DYTN,PASS,A2CJ06
seq.5070.76,DcR3,TNFRSF6B,PASS,O95407
seq.23650.2,Dematin,DMTN,PASS,Q08495
seq.5963.9,Dermokine,DMKN,PASS,Q6E0U4
seq.8535.102,Dermokine,DMKN,PASS,Q6E0U4
seq.12030.82,Desmin,DES,PASS,P17661
seq.10882.12,Desmocollin-1,DSC1,PASS,Q08554
seq.2976.58,Desmoglein-1,DSG1,PASS,Q02413
seq.20517.1,Desmoglein-2,DSG2,PASS,Q14126
seq.9484.75,Desmoglein-2,DSG2,PASS,Q14126
seq.11310.8,Desmoglein-3,DSG3,PASS,P32926
seq.16317.20,Desmoglein-3,DSG3,PASS,P32926
seq.25083.26,Diaphanous-related formin-1,DIAPH1,PASS,O60610
seq.15381.45,Discoidin domain receptor 2,DDR2,PASS,Q16832
seq.22959.32,Dkk-4,DKK4,PASS,Q9UBT3
seq.3365.7,Dkk-4,DKK4,PASS,Q9UBT3
seq.4545.53,DnaJ homolog,DNAJC19,PASS,Q96DA6
seq.24636.9,Dr1-associated corepressor,DRAP1,PASS,Q14919
seq.13668.44,Dtk,TYRO3,PASS,Q06418
seq.2611.72,Dtk,TYRO3,PASS,Q06418
seq.5879.51,Dynactin subunit 2,DCTN2,PASS,Q13561
seq.24435.1,Dynamin,DNM1,PASS,Q05193
seq.19638.9,Dynorphin A (1-17),PDYN,PASS,P01213
seq.22125.9,E2F5,E2F5,PASS,Q15329
seq.13993.20,E41L1,EPB41L1,PASS,Q9H4G0
seq.23271.20,EBP,EBP,PASS,Q15125
seq.7076.17,ECEL1,ECEL1,PASS,O95672
seq.20952.15,ECHD1,ECHDC1,PASS,Q9NTX5
seq.3366.51,ECM1,ECM1,PASS,Q16610
seq.14618.26,ECOP,VOPP1,PASS,Q96AW1
seq.15576.158,ECP,RNASE3,PASS,P12724
seq.5741.55,ECP,RNASE3,PASS,P12724
seq.14024.196,EDA,EDA,PASS,Q92838
seq.2826.53,EDA,EDA,PASS,Q92838
seq.2977.7,EDAR,EDAR,PASS,Q9UNE0
seq.13066.42,EDC4,EDC4,PASS,Q6P2E9
seq.21512.6,EDEM2,EDEM2,PASS,Q9BV94
seq.12415.122,EDF1,EDF1,PASS,O60869
seq.9360.33,EDIL3,EDIL3,PASS,O43854
seq.14043.12,EEA1,EEA1,PASS,Q15075
seq.21116.13,EED,EED,PASS,O75530
seq.25256.153,EF-1-alpha-1,EEF1A1,PASS,P68104
seq.25256.23,EF-1-alpha-1,EEF1A1,PASS,P68104
seq.25906.5,EF-1-alpha-1,EEF1A1,PASS,P68104
seq.5882.34,EF-1-beta,EEF1B2,PASS,P24534
seq.17826.341,EF1D,EEF1D,PASS,P29692
seq.24111.10,EF1G,EEF1G,PASS,P26641
seq.12332.7,EF2K,EEF2K,PASS,O00418
seq.25240.1,EF2KT,EEF2KMT,PASS,Q96G04
seq.24304.3,EFC4B,CRACR2A,PASS,Q9BSW2
seq.23274.27,EFCB1,EFCAB1,PASS,Q9HAE3
seq.6226.69,EFHA1,MICU2,PASS,Q8IYU8
seq.6912.6,EFHA2,MICU3,PASS,Q86XE3
seq.19616.100,EFHD1,EFHD1,PASS,Q9BUP0
seq.22037.47,EFHD2,EFHD2,PASS,Q96C19
seq.13104.32,EFNB1,EFNB1,PASS,P98172
seq.5746.37,EFNB1,EFNB1,PASS,P98172
seq.14131.37,EFNB2,EFNB2,PASS,P52799
seq.8772.5,EFNB2,EFNB2,PASS,P52799
seq.12572.236,EFS,EFS,PASS,O43281
seq.14703.6,EG-VEGF,PROK1,PASS,P58294
seq.2247.20,EG-VEGF,PROK1,PASS,P58294
seq.11949.25,EGF,EGF,PASS,P01133
seq.5509.7,EGF,EGF,PASS,P01133
seq.17454.15,EGFL6,EGFL6,PASS,Q8IUX8
seq.9359.9,EGFL9,DLK2,PASS,Q6UY11
seq.12338.27,EGFLA,EGFLAM,PASS,Q63HQ2
seq.19567.1,EGFRvIII,EGFR,PASS,P00533
seq.9901.28,EGLN1,EGLN1,PASS,Q9GZT9
seq.24674.22,EGLN2,EGLN2,PASS,Q96KS0
seq.20986.58,EGLN3,EGLN3,PASS,Q9H6Z9
seq.12813.18,EHBP1,EHBP1,PASS,Q8NDI1
seq.24235.2,EHD1,EHD1,PASS,Q9H4M9
seq.23640.10,EHD2,EHD2,PASS,Q9NZN4
seq.25232.4,EHD3,EHD3,PASS,Q9NZN3
seq.11421.10,EHD4,EHD4,PASS,Q9H223
seq.13387.55,EHF,EHF,PASS,Q9NZC4
seq.10080.9,EI2BA,EIF2B1,PASS,Q14232
seq.8079.39,EID3,EID3,PASS,Q8N140
seq.20913.27,EIF1,EIF1,PASS,P41567
seq.13545.97,EIF1A,EIF1AD,PASS,Q8N9N8
seq.12701.1,EIF1B,EIF1B,PASS,O60739
seq.25105.70,EIF2A,EIF2A,PASS,Q9BY44
seq.25105.87,EIF2A,EIF2A,PASS,Q9BY44
seq.24979.17,EIF3B,EIF3B,PASS,P55884
seq.11454.87,EIF3G,EIF3G,PASS,O75821
seq.13497.34,EIF3J,EIF3J,PASS,O75822
seq.23410.46,EIF3M,EIF3M,PASS,Q7L2H7
seq.8328.9,EKI1,ETNK1,PASS,Q9HBU6
seq.21379.30,EKI2,ETNK2,PASS,Q9NVF9
seq.6107.3,ELA1,CELA1,PASS,Q9UNI1
seq.7140.1,ELA2A,CELA2A,PASS,P08217
seq.6357.83,ELA3B,CELA3B,PASS,P08861
seq.11592.1,ELAV1,ELAVL1,PASS,Q15717
seq.21173.25,ELAV2,ELAVL2,PASS,Q12926
seq.13457.33,ELF5,ELF5,PASS,Q9UKW6
seq.10006.25,ELK1,ELK1,PASS,P19419
seq.5707.55,ELK3,ELK3,PASS,P41970
seq.22128.8,ELK4,ELK4,PASS,P28324
seq.11459.81,ELL,ELL,PASS,P55199
seq.11494.4,ELL2,ELL2,PASS,O00472
seq.22129.55,ELL3,ELL3,PASS,Q9HB65
seq.12764.3,ELMO1,ELMO1,PASS,Q92556
seq.25061.8,ELMO2,ELMO2,PASS,Q96JJ3
seq.25102.23,ELP1,ELP1,PASS,O95163
seq.25907.47,EMAL2,EML2,PASS,O95834
seq.2714.78,EMAP-2,AIMP1,PASS,Q12904
seq.7258.5,EMBP,PRG2,PASS,P13727
seq.11989.35,EMC1,EMC1,PASS,Q8N766
seq.20435.41,EMC2,EMC2,PASS,Q15006
seq.17770.42,EMC8,EMC8,PASS,O43402
seq.9547.29,EMID1,EMID1,PASS,Q96A84
seq.8773.172,EMIL3,EMILIN3,PASS,Q9NT22
seq.9991.112,EMIL3,EMILIN3,PASS,Q9NT22
seq.9723.105,EMILIN-3,MMRN2,PASS,Q9H8L6
seq.4546.27,EMR2,ADGRE2,PASS,Q9UHX3
seq.2979.8,ENA-78,CXCL5,PASS,P42830
seq.9757.29,ENAH,ENAH,PASS,Q8N8S7
seq.16781.2,ENASE,ENGASE,PASS,Q8NFI3
seq.16616.137,ENOB,ENO3,PASS,P13929
seq.13422.66,ENOX2,ENOX2,PASS,Q16206
seq.16892.23,ENPP2,ENPP2,PASS,Q13822
seq.25251.6,ENPP3,ENPP3,PASS,O14638
seq.6556.5,ENPP5,ENPP5,PASS,Q9UJA9
seq.15579.26,ENPP6,ENPP6,PASS,Q6UWR7
seq.4435.66,ENPP7,ENPP7,PASS,Q6UWV6
seq.18887.7,ENTP2,ENTPD2,PASS,Q9Y5L3
seq.4436.1,ENTP3,ENTPD3,PASS,O75355
seq.4437.56,ENTP5,ENTPD5,PASS,O75356
seq.8932.1,ENTP6,ENTPD6,PASS,O75354
seq.4212.5,EP15R,EPS15L1,PASS,Q9UBC2
seq.9536.16,EP3A,EDDM3A,PASS,Q14507
seq.7782.34,EP3B,EDDM3B,PASS,P56851
seq.9040.144,EPDR1,EPDR1,PASS,Q9UM22
seq.3432.21,EPHA3,EPHA3,PASS,P29320
seq.16288.17,EPHA4,EPHA4,PASS,P54764
seq.7190.50,EPHA4,EPHA4,PASS,P54764
seq.22587.37,EPHA6,EPHA6,PASS,Q9UF33
seq.15580.2,EPHA7,EPHA7,PASS,Q15375
seq.7195.119,EPHA7,EPHA7,PASS,Q15375
seq.20558.4,EPHA8,EPHA8,PASS,P29322
seq.5076.53,EPHAA,EPHA10,PASS,Q5JZY3
seq.6036.78,EPHAA,EPHA10,PASS,Q5JZY3
seq.17680.12,EPHB1,EPHB1,PASS,P54762
seq.8225.86,EPHB2,EPHB2,PASS,P29323
seq.8348.4,EPHB2,EPHB2,PASS,P29323
seq.9220.7,EPHB3,EPHB3,PASS,P54753
seq.4956.2,EPI,EREG,PASS,O14944
seq.24255.38,EPN1,EPN1,PASS,Q9Y6I3
seq.11659.31,EPN4,CLINT1,PASS,Q14677
seq.19575.4,EPO-R,EPOR,PASS,P19235
seq.2715.25,EPO-R,EPOR,PASS,P19235
seq.11162.37,EQTN,EQTN,PASS,Q9NQ60
seq.4217.49,ERAB,HSD17B10,PASS,Q99714
seq.2677.1,ERBB1,EGFR,PASS,P00533
seq.2616.23,ERBB2,ERBB2,PASS,P04626
seq.2617.56,ERBB3,ERBB3,PASS,P21860
seq.2618.10,ERBB4,ERBB4,PASS,Q15303
seq.12585.39,ERCC1,ERCC1,PASS,P07992
seq.24253.5,ERF3B,GSPT2,PASS,Q8IYD1
seq.18422.41,ERG19,MVD,PASS,P53602
seq.19748.3,ERG19,MVD,PASS,P53602
seq.23372.112,ERGI1,ERGIC1,PASS,Q969X5
seq.11614.29,ERH,ERH,PASS,P84090
seq.2855.49,ERK-1,MAPK3,PASS,P27361
seq.8776.10,ERLN1,ERLIN1,PASS,O75477
seq.8631.13,ERMAP,ERMAP,PASS,Q96PL5
seq.23425.19,ERMIN,ERMN,PASS,Q8TAM6
seq.11229.16,ERN1,ERN1,PASS,O75460
seq.7060.2,ERO1A,ERO1A,PASS,Q96HE7
seq.7994.41,ERO1B,ERO1B,PASS,Q86YB8
seq.9333.59,ERP27,ERP27,PASS,Q96DN0
seq.13728.19,ERP29,ERP29,PASS,P30040
seq.4983.6,ERP29,ERP29,PASS,P30040
seq.9873.17,ERRalpha,ESRRA,PASS,P11474
seq.12531.5,ERVV1,ERVV-1,PASS,B6SEH8
seq.5981.6,ES1,None,PASS,P30042
seq.24899.13,ES8L1,EPS8L1,PASS,Q8TE68
seq.24891.54,ES8L2,EPS8L2,PASS,Q9H6S3
seq.24931.9,ES8L3,EPS8L3,PASS,Q8TE67
seq.20536.11,ESAM,ESAM,PASS,Q96AP7
seq.2981.9,ESAM,ESAM,PASS,Q96AP7
seq.7841.84,ESAM,ESAM,PASS,Q96AP7
seq.24957.6,ESPN,None,PASS,B1AK53
seq.8828.21,ESRP1,ESRP1,PASS,Q6NXG1
seq.25292.4,EST3,CES3,PASS,Q6UWW8
seq.25292.6,EST3,CES3,PASS,Q6UWW8
seq.17435.43,ETFA,ETFA,PASS,P13804
seq.3847.56,ETHE1,ETHE1,PASS,O95571
seq.12350.86,ETS2,ETS2,PASS,P15036
seq.23210.4,ETV2,ETV2,PASS,O00321
seq.22134.1,ETV4,ETV4,PASS,P43268
seq.13403.5,ETV5,ETV5,PASS,P41161
seq.24679.35,ETV7,ETV7,PASS,Q9Y603
seq.23212.8,EURL,EURL,PASS,Q9NYK6
seq.23273.42,EVG1,C22orf23,PASS,Q9BZE7
seq.22560.1,EVI2A,EVI2A,PASS,P22794
seq.11656.110,EVL,EVL,PASS,Q9UI08
seq.14019.73,EVPL,EVPL,PASS,Q92817
seq.12988.49,EWS,EWSR1,PASS,Q01844
seq.23591.9,EXD1,EXD1,PASS,Q8NHP7
seq.3724.64,EXE4_HELSU,,PASS,P26349
seq.8449.103,EXE4_HELSU,,PASS,P26349
seq.8449.124,EXE4_HELSU,,PASS,P26349
seq.25110.19,EXOC7,EXOC7,PASS,Q9UPT5
seq.22136.9,EXOG,EXOG,PASS,Q9Y2C4
seq.7930.3,EXOS1,EXOSC1,PASS,Q9Y3B2
seq.20968.22,EXOS5,EXOSC5,PASS,Q9NQT4
seq.18909.11,EXOS8,EXOSC8,PASS,Q96B26
seq.6528.95,EXTL2,EXTL2,PASS,Q9UBQ6
seq.21152.25,EYA2,EYA2,PASS,O00167
seq.9365.91,EYS,EYS,PASS,Q5T1H1
seq.24914.10,EZH2,EZH2,PASS,Q15910
seq.4982.54,Elafin,PI3,PASS,P19957
seq.13671.40,Elastase,ELANE,PASS,P08246
seq.3805.16,Endocan,ESM1,PASS,Q9NQ30
seq.4908.6,Endoglin,ENG,PASS,P17813
seq.6393.63,Endoplasmin,HSP90B1,PASS,P14625
seq.2201.17,Endostatin,COL18A1,PASS,P39060
seq.23148.100,Endothelial lipase,LIPG,PASS,Q9Y5X9
seq.6495.14,Endothelin 1,EDN1,PASS,P05305
seq.12574.36,Endothelin 2,EDN2,PASS,P20800
seq.15383.200,Endothelin 3,EDN3,PASS,P14138
seq.6113.31,Endothelin 3,EDN3,PASS,P14138
seq.3611.70,Endothelin-converting enzyme 1,ECE1,PASS,P42892
seq.8767.44,Endothelin-converting enzyme 1,ECE1,PASS,P42892
seq.17787.1,Enoyl-CoA hydratase,ECHS1,PASS,P30084
seq.3189.61,Enterokinase,TMPRSS15,PASS,P98073
seq.5301.7,Eotaxin,CCL11,PASS,P51671
seq.4128.27,Eotaxin-2,CCL24,PASS,O00175
seq.9168.31,Eotaxin-3,CCL26,PASS,Q9Y258
seq.3431.54,EphA1,EPHA1,PASS,P21709
seq.3806.55,EphA5,EPHA5,PASS,P54756
seq.15530.33,EphB4,EPHB4,PASS,P54760
seq.5078.82,EphB6,EPHB6,PASS,O15197
seq.9261.14,EphB6,EPHB6,PASS,O15197
seq.20091.138,Ephrin-A1,EFNA1,PASS,P20827
seq.10801.11,Ephrin-A2,EFNA2,PASS,O43921
seq.14124.6,Ephrin-A2,EFNA2,PASS,O43921
seq.22580.29,Ephrin-A2,EFNA2,PASS,O43921
seq.14153.8,Ephrin-A3,EFNA3,PASS,P52797
seq.5759.10,Ephrin-A3,EFNA3,PASS,P52797
seq.14050.61,Ephrin-A4,EFNA4,PASS,P52798
seq.2614.28,Ephrin-A4,EFNA4,PASS,P52798
seq.2615.60,Ephrin-A5,EFNA5,PASS,P52803
seq.2514.65,Ephrin-B3,EFNB3,PASS,Q15768
seq.7785.1,Ephrin-B3,EFNB3,PASS,Q15768
seq.4834.61,Epithelial cell kinase,EPHA2,PASS,P29317
seq.5813.58,Epo,EPO,PASS,P01588
seq.4984.83,Esterase D,ESD,PASS,P10768
seq.12605.1,Exosome component 3,EXOSC3,PASS,Q9NQT5
seq.9753.17,Ezrin,EZR,PASS,P15311
seq.22137.3,F102B,FAM102B,PASS,Q5T8I3
seq.22371.46,F110A,FAM110A,PASS,Q9BQ89
seq.23783.22,F110A,FAM110A,PASS,Q9BQ89
seq.23358.42,F118A,FAM118A,PASS,Q9NWS6
seq.23350.66,F118B,FAM118B,PASS,Q9BPY3
seq.8556.5,F134B,RETREG1,PASS,Q9H6L5
seq.6284.7,F150B,ALKAL2,PASS,Q6UX46
seq.7856.51,F151A,FAM151A,PASS,Q8WW52
seq.23518.7,F151B,FAM151B,PASS,Q6UXP7
seq.13431.74,F159A,SHISAL2A,PASS,Q6UWV7
seq.6531.29,F162A,FAM162A,PASS,Q96A26
seq.11163.7,F162B,FAM162B,PASS,Q5T6X4
seq.10880.38,F163B,FAM163B,PASS,P0C2L3
seq.25081.6,F16B1,FAM160B1,PASS,Q5W0V3
seq.7206.20,F16P1,FBP1,PASS,P09467
seq.9867.23,F16P2,FBP2,PASS,O00757
seq.13479.8,F1712,FAM171A2,PASS,A8MVW0
seq.8061.102,F171B,FAM171B,PASS,Q6P995
seq.8786.6,F171B,FAM171B,PASS,Q6P995
seq.8851.42,F171B,FAM171B,PASS,Q6P995
seq.5615.62,F172A,FAM172A,PASS,Q8WUF8
seq.7148.42,F173A,ANTKMT,PASS,Q9BQD7
seq.8784.7,F175A,ABRAXAS1,PASS,Q6UWZ7
seq.8830.29,F175B,ABRAXAS2,PASS,Q15018
seq.8945.7,F175B,ABRAXAS2,PASS,Q15018
seq.8062.15,F176B,EVA1B,PASS,Q9NVM1
seq.7008.13,F176C,EVA1C,PASS,P58658
seq.8877.22,F176C,EVA1C,PASS,P58658
seq.8039.41,F177A,FAM177A1,PASS,Q8N128
seq.5753.21,F19A1,TAFA1,PASS,Q7Z5A9
seq.6430.36,F19A2,TAFA2,PASS,Q8N3H0
seq.7839.99,F19A3,TAFA3,PASS,Q7Z5A8
seq.6511.17,F19A4,TAFA4,PASS,Q96LR4
seq.5609.92,F19A5,TAFA5,PASS,Q7Z5A7
seq.22140.6,F204A,FAM204A,PASS,Q9H8W3
seq.7066.199,F209B,FAM209B,PASS,Q5JX69
seq.14593.152,F210A,FAM210A,PASS,Q96ND0
seq.24447.26,F221A,FAM221A,PASS,A4D161
seq.25493.11,F221B,FAM221B,PASS,A6H8Z2
seq.23335.31,F229A,None,PASS,H3BQW9
seq.22141.59,F261,PFKFB1,PASS,P16118
seq.12456.5,F263,PFKFB3,PASS,Q16875
seq.25041.11,F264,PFKFB4,PASS,Q16877
seq.22142.4,F86B1,FAM86B1,PASS,Q8N7N1
seq.6433.57,FA20A,FAM20A,PASS,Q96MK3
seq.7198.197,FA20B,FAM20B,PASS,O75063
seq.8775.61,FA24B,FAM24B,PASS,Q8N5W8
seq.11838.130,FA38A,PIEZO1,PASS,Q92508
seq.23523.14,FA49A,CYRIA,PASS,Q9H0Q0
seq.19176.27,FA49B,CYRIB,PASS,Q9NUQ9
seq.20461.58,FA50A,FAM50A,PASS,Q14320
seq.14341.8,FA69C,DIPK1C,PASS,Q0P6D2
seq.20426.34,FA84A,LRATD1,PASS,Q96KN4
seq.21141.9,FA84B,LRATD2,PASS,Q96KN1
seq.24642.21,FA92A,FAM92A,PASS,A1XBS5
seq.11424.4,FAAA,FAH,PASS,P16930
seq.8396.42,FAAH2,FAAH2,PASS,Q6GMR7
seq.4696.2,FABP,FABP3,PASS,P05413
seq.5437.63,FABP,FABP3,PASS,P05413
seq.15385.116,FABP2,FABP2,PASS,P12104
seq.6450.8,FABP6,FABP6,PASS,P51161
seq.18194.18,FABP9,FABP9,PASS,Q0Z7S8
seq.15386.7,FABPA,FABP4,PASS,P15090
seq.9851.9,FABPA,FABP4,PASS,P15090
seq.4985.11,FABPE,FABP5,PASS,Q01469
seq.11516.7,FABPL,FABP1,PASS,P07148
seq.16593.3,FADD,FADD,PASS,Q13158
seq.9738.7,FAF2,FAF2,PASS,Q96CS3
seq.23389.28,FAH2A,FAHD2A,PASS,Q96GK7
seq.17819.30,FAHD1,FAHD1,PASS,Q6P587
seq.10420.30,FAIM1,FAIM,PASS,Q9NVQ4
seq.16594.44,FAIM1,FAIM,PASS,Q9NVQ4
seq.6574.11,FAIM3,FCMR,PASS,O60667
seq.4986.59,FAK1,PTK2,PASS,Q05397
seq.11395.5,FAK2,PTK2B,PASS,Q14289
seq.8918.64,FAK2,PTK2B,PASS,Q14289
seq.21555.17,FAM3A,FAM3A,PASS,P98173
seq.5618.50,FAM3B,FAM3B,PASS,P58499
seq.9177.6,FAM3B,FAM3B,PASS,P58499
seq.20520.14,FAM3C,FAM3C,PASS,Q92520
seq.13102.1,FAM3D,FAM3D,PASS,Q96BQ1
seq.7919.278,FAM3D,FAM3D,PASS,Q96BQ1
seq.23315.30,FAM9B,FAM9B,PASS,Q8IZU0
seq.11336.9,FANCF,FANCF,PASS,Q9NPI8
seq.10063.10,FANCL,FANCL,PASS,Q9NW38
seq.15581.16,FANK1,FANK1,PASS,Q8TC84
seq.7740.33,FATE1,FATE1,PASS,Q969F0
seq.9378.6,FBCD1,FIBCD1,PASS,Q8N539
seq.21357.12,FBLI1,FBLIM1,PASS,Q8WUP2
seq.8480.29,FBLN3,EFEMP1,PASS,Q12805
seq.21891.31,FBLN7,FBLN7,PASS,Q53RD9
seq.18888.37,FBP12,FABP12,PASS,A6NFH5
seq.13994.1,FBRL,FBL,PASS,P22087
seq.22143.6,FBX28,FBXO28,PASS,Q9NVF7
seq.14628.72,FBX3,FBXO3,PASS,Q9UK99
seq.22144.65,FBX48,FBXO48,PASS,Q5FWF7
seq.11416.23,FBXL4,FBXL4,PASS,Q9UKA2
seq.9951.36,FBXL4,FBXL4,PASS,Q9UKA2
seq.12846.3,FBXL5,FBXL5,PASS,Q9UKA1
seq.9568.289,FCAMR,FCAMR,PASS,Q8WWV6
seq.4987.17,FCAR,FCAR,PASS,P24071
seq.3309.2,FCG2A,FCGR2A,PASS,P12318
seq.22960.8,FCG2B,FCGR2B,PASS,P31994
seq.3310.62,FCG2B,FCGR2B,PASS,P31994
seq.3311.27,FCG3B,FCGR3B,PASS,O75015
seq.25910.1,FCGBP,FCGBP,PASS,Q9Y6R7
seq.3312.64,FCGR1,FCGR1A,PASS,P12314
seq.21708.149,FCGRN,FCGRT,PASS,P55899
seq.12657.2,FCL,TSTA3,PASS,Q13630
seq.15582.25,FCN1,FCN1,PASS,O00602
seq.22961.7,FCN1,FCN1,PASS,O00602
seq.3613.62,FCN1,FCN1,PASS,O00602
seq.13717.15,FCN2,FCN2,PASS,Q15485
seq.3313.21,FCN2,FCN2,PASS,Q15485
seq.5728.60,FCRL1,FCRL1,PASS,Q96LA6
seq.7951.146,FCRL2,FCRL2,PASS,Q96LA5
seq.4440.15,FCRL3,FCRL3,PASS,Q96P31
seq.8973.23,FCRL4,FCRL4,PASS,Q96PJ5
seq.8991.115,FCRL4,FCRL4,PASS,Q96PJ5
