AptName,Target,EntrezGeneSymbol,ColCheck,UniProt
seq.17794.6,Phosphomannomutase 2,PMM2,PASS,O15305
seq.3078.1,PlGF,PGF,PASS,P49763
seq.4150.75,Plasmin,PLG,PASS,P00747
seq.4151.6,Plasminogen,PLG,PASS,P00747
seq.19251.56,Platelet proteoglycan,SRGN,PASS,P10124
seq.8064.125,Poliovirus receptor,PVR,PASS,P15151
seq.6641.60,PolyUbiquitin K48,UBB,PASS,P0CG47
seq.6651.74,PolyUbiquitin K48,UBB,PASS,P0CG47
seq.6172.7,PolyUbiquitin K63,UBC,PASS,P0CG48
seq.6647.55,PolyUbiquitin K63,UBC,PASS,P0CG48
seq.6580.29,Pregnancy zone protein,PZP,PASS,P20742
seq.4152.58,Prekallikrein,KLKB1,PASS,P03952
seq.13054.87,Profilin II,PFN2,PASS,P35080
seq.16923.20,Profilin II,PFN2,PASS,P35080
seq.20243.26,Profilin-1,PFN1,PASS,P07737
seq.10754.113,Prokineticin-2,PROK2,PASS,Q9HC23
seq.5114.65,Prolactin Receptor,PRLR,PASS,P16471
seq.9224.20,Prolactin Receptor,PRLR,PASS,P16471
seq.5722.78,Prolylcarboxypeptidase,PRCP,PASS,P42785
seq.2960.66,Properdin,CFP,PASS,P27918
seq.15513.108,Prostasin,PRSS8,PASS,Q16651
seq.6225.3,Prostasin,PRSS8,PASS,Q16651
seq.19317.114,Prostatic acid phosphatase,ACP3,PASS,P15309
seq.19154.41,Protease nexin I,SERPINE2,PASS,P07093
seq.3217.74,Protease nexin I,SERPINE2,PASS,P07093
seq.18340.2,Proteasome beta chain,PSMB4,PASS,P28070
seq.18925.24,Proteasome subunit alpha type 5,PSMA5,PASS,P28066
seq.2961.1,Protein C,PROC,PASS,P04070
seq.2700.56,Protein S,PROS1,PASS,P07225
seq.4719.58,Protein disulfide isomerase A3,PDIA3,PASS,P30101
seq.7832.181,Protein disulfide isomerase A3,PDIA3,PASS,P30101
seq.11450.110,Protein disulfide-isomerase,P4HB,PASS,P07237
seq.4278.14,Protein disulfide-isomerase,P4HB,PASS,P07237
seq.12619.14,Protein phophatase 2Ca,PPM1A,PASS,P35813
seq.13720.95,Proteinase-3,PRTN3,PASS,P24158
seq.3514.49,Proteinase-3,PRTN3,PASS,P24158
seq.5316.54,Prothrombin,F2,PASS,P00734
seq.15514.26,Pseudocholinesterase,BCHE,PASS,P06276
seq.8239.223,Pseudocholinesterase,BCHE,PASS,P06276
seq.7253.6,QKI,QKI,PASS,Q96PU8
seq.13983.27,QOR,CRYZ,PASS,Q08257
seq.9207.60,QORL1,CRYZL1,PASS,O95825
seq.17748.21,QORX,TP53I3,PASS,Q53FA7
seq.8866.53,QPCTL,QPCTL,PASS,Q9NXS2
seq.6217.23,QSCN6,QSOX1,PASS,O00391
seq.8397.147,QSOX2,QSOX2,PASS,Q6ZRP7
seq.21373.8,QTRD1,QTRT2,PASS,Q9H974
seq.9754.33,Quinone reductase 2,NQO2,PASS,P16083
seq.21375.34,R3GEF,RAB3IL1,PASS,Q8TBN0
seq.20546.71,R4RL1,RTN4RL1,PASS,Q86UN2
seq.22544.10,RA51C,RAD51C,PASS,O43502
seq.12554.10,RA51D,RAD51D,PASS,O75771
seq.19282.3,RAB13,RAB13,PASS,P51153
seq.14283.12,RAB14,RAB14,PASS,P61106
seq.12945.33,RAB18,RAB18,PASS,Q9NP72
seq.19223.6,RAB1A,RAB1A,PASS,P62820
seq.19278.19,RAB1B,RAB1B,PASS,Q9H0U4
seq.17514.48,RAB21,RAB21,PASS,Q9UL25
seq.20958.13,RAB23,RAB23,PASS,Q9ULC3
seq.20934.13,RAB24,RAB24,PASS,Q969Q5
seq.6997.32,RAB26,RAB26,PASS,Q9ULW5
seq.16857.2,RAB2A,RAB2A,PASS,P61019
seq.23008.4,RAB2A,RAB2A,PASS,P61019
seq.19253.82,RAB2B,RAB2B,PASS,Q8WUD1
seq.13597.20,RAB31,RAB31,PASS,Q13636
seq.17778.19,RAB32,RAB32,PASS,Q13637
seq.23282.19,RAB37,RAB37,PASS,Q96AX2
seq.23310.51,RAB38,RAB38,PASS,P57729
seq.16847.39,RAB3B,RAB3B,PASS,P20337
seq.19586.89,RAB3C,RAB3C,PASS,Q96E17
seq.10780.10,RAB3D,RAB3D,PASS,O95716
seq.19379.154,RAB3D,RAB3D,PASS,O95716
seq.19808.26,RAB3D,RAB3D,PASS,O95716
seq.23283.9,RAB43,RAB43,PASS,Q86YS6
seq.16883.57,RAB4A,RAB4A,PASS,P20338
seq.23329.52,RAB4B,RAB4B,PASS,P61018
seq.17205.21,RAB5A,RAB5A,PASS,P20339
seq.19222.124,RAB5B,RAB5B,PASS,P61020
seq.14287.6,RAB5C,RAB5C,PASS,P51148
seq.20083.1,RAB6A,RAB6A,PASS,P20340
seq.14271.23,RAB6B,RAB6B,PASS,Q9NRW1
seq.12409.90,RAB7B,RAB7B,PASS,Q96AH8
seq.20167.6,RAB8B,RAB8B,PASS,Q92930
seq.24417.22,RABE1,RABEP1,PASS,Q15276
seq.13599.15,RABEK,RABEPK,PASS,Q7Z6M1
seq.23312.16,RABL3,RABL3,PASS,Q5HYI8
seq.25276.32,RABL6,RABL6,PASS,Q3YEC7
seq.11967.23,RABP1,CRABP1,PASS,P29762
seq.11696.7,RABP2,CRABP2,PASS,P29373
seq.2870.29,RAC1,RAC1,PASS,P63000
seq.18950.13,RAC2,RAC2,PASS,P15153
seq.16769.20,RAC3,RAC3,PASS,P60763
seq.21857.26,RACK1,RACK1,PASS,P63244
seq.23555.11,RAD,RRAD,PASS,P55042
seq.12670.15,RAD1,RAD1,PASS,O60671
seq.25111.24,RAD18,RAD18,PASS,Q9NS91
seq.11311.79,RAG-1,RAG1,PASS,P15918
seq.25036.10,RAGP1,RANGAP1,PASS,P46060
seq.14332.3,RALA,RALA,PASS,P11233
seq.18432.32,RALB,RALB,PASS,P11234
seq.15436.40,RAMP1,RAMP1,PASS,O60894
seq.15437.11,RAMP3,RAMP3,PASS,O60896
seq.4282.3,RAN,RAN,PASS,P62826
seq.14037.18,RANB3,RANBP3,PASS,Q9H6Z4
seq.18191.23,RANG,RANBP1,PASS,P43487
seq.5424.55,RANK,TNFRSF11A,PASS,Q9Y6Q6
seq.2523.31,RANTES,CCL5,PASS,P13501
seq.5480.49,RANTES,CCL5,PASS,P13501
seq.3640.14,RAP,LRPAP1,PASS,P30533
seq.9885.41,RAP2A,RAP2A,PASS,P10114
seq.8398.277,RAR-responsive protein TIG1,RARRES1,PASS,P49788
seq.5481.16,RASA1,RASA1,PASS,P20936
seq.22013.6,RASF2,RASSF2,PASS,P50749
seq.23406.3,RASF5,RASSF5,PASS,Q8WWW0
seq.18297.8,RASM,MRAS,PASS,O14807
seq.10531.18,RASN,NRAS,PASS,P01111
seq.13631.1,RB binding protein 5,RBBP5,PASS,Q15291
seq.17744.31,RB11A,RAB11A,PASS,P62491
seq.20086.5,RB11B,RAB11B,PASS,Q15907
seq.12408.333,RB22A,RAB22A,PASS,Q9UL26
seq.9504.19,RB27A,RAB27A,PASS,P51159
seq.13596.3,RB27B,RAB27B,PASS,O00194
seq.12403.30,RB39B,RAB39B,PASS,Q96DA2
seq.24983.119,RB6I2,ERC1,PASS,Q8IUD2
seq.15331.47,RBBP4,RBBP4,PASS,Q09028
seq.9887.40,RBBP6,RBBP6,PASS,Q7Z6E9
seq.10064.12,RBBP9,RBBP9,PASS,O75884
seq.25286.33,RBG1L,RABGAP1L,PASS,Q5R372
seq.20383.31,RBM18,RBM18,PASS,Q96H35
seq.11468.15,RBM19,RBM19,PASS,Q9Y4C8
seq.12980.31,RBM22,RBM22,PASS,Q9NW64
seq.11590.5,RBM23,RBM23,PASS,Q86U06
seq.11380.84,RBM24,RBM24,PASS,Q9BX46
seq.12747.89,RBM3,RBM3,PASS,P98179
seq.4284.18,RBM39,RBM39,PASS,Q14498
seq.23361.20,RBM4,RBM4,PASS,Q9BWF3
seq.12814.17,RBM40,RNPC3,PASS,Q96LT9
seq.23690.228,RBM41,RBM41,PASS,Q96IZ5
seq.13958.5,RBM46,RBM46,PASS,Q8TBY0
seq.11462.8,RBM9,RBFOX2,PASS,O43251
seq.22547.17,RBMS1,RBMS1,PASS,P29558
seq.15633.6,RBP,RBP4,PASS,P02753
seq.7831.39,RBP,RBP4,PASS,P02753
seq.19241.31,RBP-III,RBP5,PASS,P82980
seq.16865.62,RBP56,TAF15,PASS,Q92804
seq.23016.24,RBP56,TAF15,PASS,Q92804
seq.23300.3,RBPS2,RBPMS2,PASS,Q6ZRY4
seq.19467.3,RBSK,RBKS,PASS,Q9H477
seq.20975.2,RCAN2,RCAN2,PASS,Q14206
seq.20442.12,RCAN3,RCAN3,PASS,Q9UKA8
seq.19323.1,RCAS1,EBAG9,PASS,O00559
seq.19802.22,RCAS1,EBAG9,PASS,O00559
seq.8975.26,RCD1,CNOT9,PASS,Q92600
seq.17785.11,RCL,DNPH1,PASS,O43598
seq.16858.384,RCN3,RCN3,PASS,Q96D15
seq.23017.17,RCN3,RCN3,PASS,Q96D15
seq.10058.1,RD23A,RAD23A,PASS,P54725
seq.12522.6,RD23B,RAD23B,PASS,P54727
seq.19613.16,RDH10,RDH10,PASS,Q8IZV5
seq.21345.93,RDH12,RDH12,PASS,Q96NR8
seq.24409.2,RDH13,RDH13,PASS,Q8NBN7
seq.12881.17,RDH16,RDH16,PASS,O75452
seq.14334.3,RECO,RCVRN,PASS,P35243
seq.11431.235,RECQ1,RECQL,PASS,P46063
seq.7207.4,RED,IK,PASS,Q13123
seq.23305.38,REEP2,REEP2,PASS,Q9BRK0
seq.16770.3,REG1B,REG1B,PASS,P48304
seq.23018.4,REG1B,REG1B,PASS,P48304
seq.5693.6,REG1B,REG1B,PASS,P48304
seq.15476.6,REG3G,REG3G,PASS,Q6UW15
seq.9352.86,REG3G,REG3G,PASS,Q6UW15
seq.11102.22,REG4,REG4,PASS,Q9BYZ8
seq.6621.10,REL2,RLN2,PASS,P04090
seq.6027.31,REL3,RLN3,PASS,Q8WXF3
seq.11464.9,RELB,RELB,PASS,Q01201
seq.13399.33,RELL1,RELL1,PASS,Q8IUW5
seq.6600.70,RELL2,RELL2,PASS,Q8NC24
seq.22007.1,RELM-beta,RETNLB,PASS,Q9BQ08
seq.21713.11,RELN,RELN,PASS,P78509
seq.14112.40,RELT,RELT,PASS,Q969Z4
seq.5115.31,RELT,RELT,PASS,Q969Z4
seq.24665.48,REM1,REM1,PASS,O75628
seq.13554.78,REPI1,REPIN1,PASS,Q9BWE0
seq.24944.12,REPS2,REPS2,PASS,Q8NFH8
seq.24677.106,RER1,RER1,PASS,O15258
seq.17822.57,RERG,RERG,PASS,Q96A58
seq.3220.40,RET,RET,PASS,P07949
seq.18927.14,RET1G,RAET1G,PASS,Q6H3X3
seq.10589.7,RET1L,RAET1L,PASS,Q5VY80
seq.20526.3,RET1L,RAET1L,PASS,Q5VY80
seq.19803.34,RET2,RBP2,PASS,P50120
seq.14208.3,RET7,RBP7,PASS,Q96R05
seq.11134.30,RF1ML,MTRF1L,PASS,Q9UGC7
seq.19264.6,RFA2,RPA2,PASS,P15927
seq.23422.47,RFC4,RFC4,PASS,P35249
seq.13603.7,RFESD,RFESD,PASS,Q8TAC1
seq.14186.13,RFFL,RFFL,PASS,Q8WZ73
seq.25500.6,RFIP3,RAB11FIP3,PASS,O75154
seq.7203.125,RFNG,RFNG,PASS,Q9Y644
seq.23375.4,RFPL3,RFPL3,PASS,O75679
seq.24958.3,RFX5,RFX5,PASS,P48382
seq.12726.3,RFXAP,RFXAP,PASS,O00287
seq.13587.10,RGAP1,RACGAP1,PASS,Q9H0H5
seq.3332.57,RGM-C,HJV,PASS,Q6ZVN8
seq.5483.1,RGMA,RGMA,PASS,Q96B86
seq.3331.8,RGMB,RGMB,PASS,Q6NW40
seq.23224.11,RGN,RGN,PASS,Q15493
seq.18945.11,RGS1,RGS1,PASS,Q08116
seq.11634.32,RGS10,RGS10,PASS,O43665
seq.21342.25,RGS14,RGS14,PASS,O43566
seq.21255.2,RGS16,RGS16,PASS,O15492
seq.13982.33,RGS18,RGS18,PASS,Q9NS28
seq.12713.365,RGS19,RGS19,PASS,P49795
seq.19381.7,RGS21,RGS21,PASS,Q2M5E4
seq.19819.7,RGS21,RGS21,PASS,Q2M5E4
seq.12827.37,RGS3,RGS3,PASS,P49796
seq.17855.28,RGS4,RGS4,PASS,P49798
seq.23020.18,RGS4,RGS4,PASS,P49798
seq.16850.5,RGS5,RGS5,PASS,O15539
seq.12538.19,RGS7,RGS7,PASS,P49802
seq.11666.72,RGS8,RGS8,PASS,P57771
seq.11955.1,RHG01,ARHGAP1,PASS,Q07960
seq.9815.5,RHG01,ARHGAP1,PASS,Q07960
seq.14748.31,RHG05,ARHGAP5,PASS,Q13017
seq.25278.41,RHG06,ARHGAP6,PASS,O43182
seq.24946.9,RHG22,ARHGAP22,PASS,Q7Z5H3
seq.25263.4,RHG24,ARHGAP24,PASS,Q8N264
seq.11333.82,RHG25,ARHGAP25,PASS,P42331
seq.24937.7,RHG26,ARHGAP26,PASS,Q9UNA1
seq.12807.89,RHG30,ARHGAP30,PASS,Q7Z6I6
seq.6289.78,RHG36,ARHGAP36,PASS,Q6ZRI8
seq.18166.4,RHOB,RHOB,PASS,P62745
seq.17764.108,RHOC,RHOC,PASS,P08134
seq.12442.4,RHOD,RHOD,PASS,O00212
seq.12540.25,RHOG,RHOG,PASS,P84095
seq.21827.7,RHOQ,RHOQ,PASS,P17081
seq.11439.88,RHPN2,RHPN2,PASS,Q8IUC4
seq.11228.37,RIC3,RIC3,PASS,Q7Z5B4
seq.25245.22,RIC8A,RIC8A,PASS,Q9NPQ8
seq.13059.33,RIFK,RFK,PASS,Q969G6
seq.24244.81,RILP,RILP,PASS,Q96NA2
seq.22549.73,RIP,RIPK1,PASS,Q13546
seq.8970.9,RIPK2,RIPK2,PASS,O43353
seq.8993.151,RIPK2,RIPK2,PASS,O43353
seq.24496.26,RIPL1,RILPL1,PASS,Q5EBL4
seq.24655.23,RIPL2,RILPL2,PASS,Q969X0
seq.9767.22,RIPP1,RIPPLY1,PASS,Q0D2K3
seq.17750.8,RIR2,RRM2,PASS,P31350
seq.8854.59,RIR2B,RRM2B,PASS,Q7LG56
seq.8925.25,RIR2B,RRM2B,PASS,Q7LG56
seq.23203.3,RISC,SCPEP1,PASS,Q9HB40
seq.21286.29,RL11,RPL11,PASS,P62913
seq.19183.164,RL12,RPL12,PASS,P30050
seq.21583.14,RL26L,RPL26L1,PASS,Q9UNX3
seq.12478.15,RL30,RPL30,PASS,P62888
seq.22553.4,RL38,RPL38,PASS,P63173
seq.20999.12,RL5,RPL5,PASS,P46777
seq.10949.59,RLA2,RPLP2,PASS,P05387
seq.12936.38,RLBP1,RLBP1,PASS,P12271
seq.20433.19,RM01,MRPL1,PASS,Q9BYD6
seq.19132.1,RM02,MRPL2,PASS,Q5T653
seq.22554.101,RM10,MRPL10,PASS,Q7Z7H8
seq.8021.59,RM14,MRPL14,PASS,Q6P1L8
seq.8942.2,RM21,MRPL21,PASS,Q7Z2W9
seq.21123.1,RM28,MRPL28,PASS,Q13084
seq.7982.10,RM32,MRPL32,PASS,Q9BYC8
seq.13453.2,RM33,MRPL33,PASS,O75394
seq.6933.20,RM34,MRPL34,PASS,Q9BQ48
seq.25486.38,RM38,MRPL38,PASS,Q96DV4
seq.22557.68,RM50,MRPL50,PASS,Q8N5N7
seq.7123.25,RM52,MRPL52,PASS,Q86TS9
seq.11135.5,RM55,MRPL55,PASS,Q7Z7F7
seq.7096.30,RMD1,RMDN1,PASS,Q96DB5
seq.9290.8,RMD3,RMDN3,PASS,Q96TC7
seq.13926.1,RMI1,RMI1,PASS,Q9H9A7
seq.9957.9,RN114,RNF114,PASS,Q9Y508
seq.11160.56,RN122,RNF122,PASS,Q9H9V4
seq.6510.56,RN128,RNF128,PASS,Q8TEB7
seq.8633.18,RN128,RNF128,PASS,Q8TEB7
seq.23286.2,RN141,RNF141,PASS,Q8WVD5
seq.11401.181,RN146,RNF146,PASS,Q9NTX7
seq.7742.11,RN148,RNF148,PASS,Q8N7C7
seq.9955.40,RN148,RNF148,PASS,Q8N7C7
seq.9773.15,RN149,RNF149,PASS,Q8NC42
seq.9774.59,RN150,RNF150,PASS,Q9ULK6
seq.7758.217,RN215,RNF215,PASS,Q9Y6U7
seq.9064.12,RN215,RNF215,PASS,Q9Y6U7
seq.9725.46,RN219_MOUSE,Obi1,PASS,Q8K2Y0
seq.5644.60,RNAS4,RNASE4,PASS,P34096
seq.5646.20,RNAS6,RNASE6,PASS,Q93091
seq.13574.50,RND1,RND1,PASS,Q92730
seq.15439.21,RND3,RND3,PASS,P61587
seq.8087.250,RNF13,RNF13,PASS,O43567
seq.9583.17,RNF24,RNF24,PASS,Q9Y225
seq.23637.55,RNF25,RNF25,PASS,Q96BH1
seq.23183.6,RNF31,RNF31,PASS,Q96EP0
seq.13386.248,RNF34,RNF34,PASS,Q969K3
seq.13411.21,RNF41,RNF41,PASS,Q9H4P4
seq.10505.12,RNF43,RNF43,PASS,Q68DV7
seq.14120.2,RNF43,RNF43,PASS,Q68DV7
seq.14663.44,RNF8,RNF8,PASS,O76064
seq.5602.62,RNS10,RNASE10,PASS,Q5GAN6
seq.6424.2,RNS13,RNASE13,PASS,Q5GAN3
seq.16913.8,RNT2,RNASET2,PASS,O00584
seq.21382.70,RNZ1,ELAC1,PASS,Q9H777
seq.7211.2,RNase 1,RNASE1,PASS,P07998
seq.8394.56,RNase 2,RNASE2,PASS,P10153
seq.8470.213,RNase H1,RNASEH1,PASS,O60930
seq.22015.2,RO52,TRIM21,PASS,P19474
seq.24697.48,ROA0,HNRNPA0,PASS,Q13151
seq.12466.7,ROA1,HNRNPA1,PASS,P09651
seq.20137.49,ROA1,HNRNPA1,PASS,P09651
seq.5740.17,ROBO1,ROBO1,PASS,Q9Y6N7
seq.22578.17,ROBO2,ROBO2,PASS,Q9HCK4
seq.5116.62,ROBO2,ROBO2,PASS,Q9HCK4
seq.5117.14,ROBO3,ROBO3,PASS,Q96MS0
seq.16297.14,ROBO4,ROBO4,PASS,Q8WZ75
seq.9232.1,ROBO4,ROBO4,PASS,Q8WZ75
seq.13654.1,ROCK2,ROCK2,PASS,O75116
seq.23343.6,ROGDI,ROGDI,PASS,Q9GZN7
seq.25453.57,ROP1B,ROPN1B,PASS,Q9BZX4
seq.2590.69,ROR1,ROR1,PASS,Q01973
seq.8474.6,ROR1,ROR1,PASS,Q01973
seq.7861.9,ROR2,ROR2,PASS,Q01974
seq.12483.62,RORB,RORB,PASS,Q92753
seq.11827.7,RORG,RORC,PASS,P51449
seq.9032.30,ROS1,ROS1,PASS,P08922
seq.24251.44,RP25L,RPP25L,PASS,Q8N5L8
seq.20988.63,RP9,RP9,PASS,Q8TA86
seq.20441.35,RPAB1,POLR2E,PASS,P19388
seq.20448.7,RPAB2,POLR2F,PASS,P61218
seq.19134.66,RPAB4,POLR2K,PASS,P53803
seq.21219.7,RPAIN,RPAIN,PASS,Q86UA6
seq.19199.3,RPB11,POLR2J,PASS,P52435
seq.21000.40,RPB1B,POLR2J2,PASS,Q9GZM3
seq.20995.47,RPB3,POLR2C,PASS,P19387
seq.21368.46,RPC10,POLR3K,PASS,Q9Y2Y1
seq.11444.49,RPC6,POLR3F,PASS,Q9H1D9
seq.17771.35,RPC9,CRCP,PASS,O75575
seq.12646.2,RPE,RPE,PASS,Q96AT9
seq.25956.9,RPGF1,RAPGEF1,PASS,Q13905
seq.9059.14,RPGF5,RAPGEF5,PASS,Q92565
seq.13735.1,RPGP1,RAP1GAP,PASS,P47736
seq.12333.87,RPIA,RPIA,PASS,P49247
seq.10490.3,RPN1,RPN1,PASS,P04843
seq.6458.6,RPN1,RPN1,PASS,P04843
seq.21828.6,RPN2,RPN2,PASS,P04844
seq.23311.19,RPP25,RPP25,PASS,Q9BUL9
seq.17511.10,RPP30,RPP30,PASS,P78346
seq.25422.58,RPP40,RPP40,PASS,O75818
seq.13515.8,RPR1A,RPRD1A,PASS,Q96P16
seq.3469.74,RPS6KA3,RPS6KA3,PASS,P51812
seq.12548.75,RRAGC,RRAGC,PASS,Q9HB90
seq.17742.2,RRAS,RRAS,PASS,P10301
seq.12361.102,RRAS2,RRAS2,PASS,P62070
seq.9913.4,RRBP1,RRBP1,PASS,Q9P2E9
seq.12355.223,RRFM,MRRF,PASS,Q96E11
seq.11360.39,RRM1,RRM1,PASS,P23921
seq.21829.8,RS12,RPS12,PASS,P25398
seq.20964.13,RS14,RPS14,PASS,P62263
seq.19166.15,RS19,RPS19,PASS,P39019
seq.21643.8,RS20,RPS20,PASS,P60866
seq.23243.120,RS25,RPS25,PASS,P62851
seq.5026.66,RS3,RPS3,PASS,P23396
seq.5484.63,RS3A,RPS3A,PASS,P61247
seq.9758.17,RS4X,RPS4X,PASS,P62701
seq.19195.85,RS5,RPS5,PASS,P46782
seq.3864.5,RS7,RPS7,PASS,P62081
seq.16614.27,RSPO1,RSPO1,PASS,Q2MKA7
seq.6240.70,RSPO1,RSPO1,PASS,Q2MKA7
seq.4566.24,RSPO2,RSPO2,PASS,Q6UXX9
seq.8409.3,RSPO2,RSPO2,PASS,Q6UXX9
seq.13094.75,RSPO3,RSPO3,PASS,Q9BXY4
seq.8427.118,RSPO3,RSPO3,PASS,Q9BXY4
seq.8464.31,RSPO4,RSPO4,PASS,Q2I0M5
seq.22845.3,RT14,MRPS14,PASS,O60783
seq.18180.58,RT4I1,RTN4IP1,PASS,Q8WWV3
seq.21369.15,RTCA,RTCA,PASS,O00442
seq.7741.111,RTF1,RTF1,PASS,Q92541
seq.23534.27,RTF2,RTF2,PASS,Q9BY42
seq.23664.17,RTKN,RTKN,PASS,Q9BST9
seq.24651.1,RTN1,RTN1,PASS,Q16799
seq.18315.38,RTP4,RTP4,PASS,Q96DX8
seq.20918.28,RU1C,SNRPC,PASS,P09234
seq.21321.2,RU2A,SNRPA1,PASS,P09661
seq.17364.8,RU2B,SNRPB2,PASS,P08579
seq.11425.31,RUFY1,RUFY1,PASS,Q96T51
seq.11138.16,RUNX3,RUNX3,PASS,Q13761
seq.12365.108,RUVB1,RUVBL1,PASS,Q9Y265
seq.21260.74,RUXE,SNRPE,PASS,P62304
seq.5494.52,RUXF,SNRPF,PASS,P62306
seq.19276.124,RUXG,SNRPG,PASS,P62308
seq.21323.2,RWDD1,RWDD1,PASS,Q9H446
seq.21188.38,RWDD4,RWDD4,PASS,Q6NW29
seq.14135.3,RXFP1,RXFP1,PASS,Q9HBX9
seq.20969.114,RYBP,RYBP,PASS,Q8N488
seq.5583.62,RYK,RYK,PASS,P34925
seq.2647.66,Rab GDP dissociation inhibitor beta,GDI2,PASS,P50395
seq.13514.121,Rab-1C,RAB35,PASS,Q15286
seq.23255.7,Rab-33A,RAB33A,PASS,Q14088
seq.23915.18,Rab-7,RAB7A,PASS,P51149
seq.17516.7,Rab3A,RAB3A,PASS,P20336
seq.18373.13,Radixin,RDX,PASS,P35241
seq.5024.67,Rb,RB1,PASS,P06400
seq.3396.54,Renin,REN,PASS,P00797
seq.11265.8,Retinal dehydrogenase 1,ALDH1A1,PASS,P00352
seq.20245.13,Retinoic acid receptor RXR-alpha,RXRA,PASS,P19793
seq.9855.10,Rho A,RHOA,PASS,P61586
seq.9846.32,Rho-GDI beta,ARHGDIB,PASS,P52566
seq.6454.38,Rho-GDIa,ARHGDIA,PASS,P52565
seq.16810.3,RhoGDI,GDI1,PASS,P31150
seq.23022.5,RhoGDI,GDI1,PASS,P31150
seq.14636.25,Ribonuclease UK114,RIDA,PASS,P52758
seq.14011.17,S100A11,S100A11,PASS,P31949
seq.5852.6,S100A12,S100A12,PASS,P80511
seq.7223.60,S100A13,S100A13,PASS,Q99584
seq.17828.3,S100A14,S100A14,PASS,Q9HCY8
seq.23023.21,S100A14,S100A14,PASS,Q9HCY8
seq.21574.106,S100A15,S100A7A,PASS,Q86SG5
seq.17836.17,S100A16,S100A16,PASS,Q96FQ6
seq.11969.5,S100A2,S100A2,PASS,P29034
seq.15297.3,S100A3,S100A3,PASS,P33764
seq.14116.129,S100A4,S100A4,PASS,P26447
seq.9750.7,S100A4,S100A4,PASS,P26447
seq.15303.63,S100A5,S100A5,PASS,P33763
seq.13090.17,S100A6,S100A6,PASS,P06703
seq.7916.10,S100A7,S100A7,PASS,P31151
seq.9926.4,S100P,S100P,PASS,P25815
seq.18928.10,S100Z,S100Z,PASS,Q8WXG8
seq.25497.35,S14L4,SEC14L4,PASS,Q9UDX3
seq.9969.8,S22AG,SLC22A16,PASS,Q86VW1
seq.22770.22,S2538,SLC25A38,PASS,Q96DW6
seq.13502.2,S2611,SLC26A11,PASS,Q86WA9
seq.9127.4,S26A5,SLC26A5,PASS,P58743
seq.13979.3,S26A7,SLC26A7,PASS,Q8TE54
seq.9045.3,S27A2,SLC27A2,PASS,O14975
seq.9524.46,S31D4,SPATA31D4,PASS,Q6ZUB0
seq.13501.10,S35G2,SLC35G2,PASS,Q8TBE7
seq.12511.83,S41A2,SLC41A2,PASS,Q96JW4
seq.12798.46,S4A8,SLC4A8,PASS,Q2Y0W8
seq.13053.6,S6A14,SLC6A14,PASS,Q9UN76
seq.13056.18,S6A16,SLC6A16,PASS,Q9GZN6
seq.15515.2,SAA,SAA1,PASS,P0DJI8
seq.4336.2,SAA,SAA1,PASS,P0DJI8
seq.15516.12,SAA-4,SAA4,PASS,P35542
seq.18832.65,SAA2,SAA2,PASS,P0DJI9
seq.24971.2,SAC2,INPP5F,PASS,Q9Y2H2
seq.8076.4,SACA3,SPACA3,PASS,Q8IXA5
seq.21923.24,SAE1/ SAE2,SAE1|UBA2,PASS,Q9UBE0|Q9UBT2
seq.12500.88,SAE2,UBA2,PASS,Q9UBT2
seq.21393.62,SAHH,AHCY,PASS,P23526
seq.12652.37,SAHH2,AHCYL1,PASS,O43865
seq.22771.6,SAM12,SAMD12,PASS,Q8N8I0
seq.23606.18,SAM4B,SAMD4B,PASS,Q5PRF9
seq.22772.125,SAM50,SAMM50,PASS,Q9Y512
seq.11303.7,SAMH1,SAMHD1,PASS,Q9Y3Z3
seq.21196.29,SAMN1,SAMSN1,PASS,Q9NSI8
seq.2474.54,SAP,APCS,PASS,P02743
seq.12830.4,SAP18,SAP18,PASS,O00422
seq.15441.6,SAP3,GM2A,PASS,P17900
seq.12888.18,SAP30,SAP30,PASS,O75446
seq.8814.33,SAPL1,PSAPL1,PASS,Q6NUJ1
seq.17726.3,SAR1A,SAR1A,PASS,Q9NR31
seq.23024.25,SAR1A,SAR1A,PASS,Q9NR31
seq.21220.11,SAR1B,SAR1B,PASS,Q9Y6B6
seq.21660.4,SAR1B,SAR1B,PASS,Q9Y6B6
seq.24950.21,SARG,SARG,PASS,Q9BW04
seq.7751.121,SARP-1,SFRP2,PASS,Q96HF1
seq.14042.11,SARP-2,SFRP1,PASS,Q8N474
seq.3221.54,SARP-2,SFRP1,PASS,Q8N474
seq.23296.29,SARP-3,SFRP5,PASS,Q5T4F7
seq.23407.9,SAST,OLAH,PASS,Q9NV23
seq.12524.18,SAT2,SAT2,PASS,Q96F10
seq.13511.29,SATB1,SATB1,PASS,Q01826
seq.10081.17,SATB2,SATB2,PASS,Q9UPW6
seq.3866.7,SBDS,SBDS,PASS,Q9Y3A5
seq.5724.58,SBSN,SBSN,PASS,Q6UWP8
seq.13713.164,SC22A,SEC22A,PASS,Q96IW7
seq.12826.5,SC5A5,SLC5A5,PASS,Q92911
seq.13691.10,SC5A8,SLC5A8,PASS,Q8N695
seq.7878.2,SC61B,SEC61B,PASS,P60468
seq.8872.1,SC61G,SEC61G,PASS,P60059
seq.11653.69,SC6A9,SLC6A9,PASS,P48067
