pathway,collection,n_hit_in_set,n_set,n_hit,n_background,odds_ratio,p_value,padj,draw,contrast,direction,n_sig_hits,label
KEGG_GALACTOSE_METABOLISM,KEGG,3,19,911,7481,1.3533217903322492,0.412903625533245,0.999945299448402,AV_Delta,Spine_vs_Laparoscopic,down,551,AV_Delta · Spine / Laparoscopic · higher in 2nd
HALLMARK_ADIPOGENESIS,Hallmark,16,122,911,7481,1.090182847683337,0.41585030288546176,0.999945299448402,AV_Delta,Spine_vs_Laparoscopic,down,551,AV_Delta · Spine / Laparoscopic · higher in 2nd
KEGG_PHOSPHATIDYLINOSITOL_SIGNALING_SYSTEM,KEGG,4,27,911,7481,1.255314506853093,0.4210467142024122,0.999945299448402,AV_Delta,Spine_vs_Laparoscopic,down,551,AV_Delta · Spine / Laparoscopic · higher in 2nd
KEGG_CALCIUM_SIGNALING_PATHWAY,KEGG,6,43,911,7481,1.170577354411265,0.4280248012282877,0.999945299448402,AV_Delta,Spine_vs_Laparoscopic,down,551,AV_Delta · Spine / Laparoscopic · higher in 2nd
KEGG_RENAL_CELL_CARCINOMA,KEGG,8,59,911,7481,1.1323904541628411,0.43046716157720216,0.999945299448402,AV_Delta,Spine_vs_Laparoscopic,down,551,AV_Delta · Spine / Laparoscopic · higher in 2nd
KEGG_LYSINE_DEGRADATION,KEGG,3,20,911,7481,1.2735353043968605,0.44691154936583677,0.999945299448402,AV_Delta,Spine_vs_Laparoscopic,down,551,AV_Delta · Spine / Laparoscopic · higher in 2nd
KEGG_NITROGEN_METABOLISM,KEGG,3,20,911,7481,1.2735353043968605,0.44691154936583677,0.999945299448402,AV_Delta,Spine_vs_Laparoscopic,down,551,AV_Delta · Spine / Laparoscopic · higher in 2nd
KEGG_DRUG_METABOLISM_CYTOCHROME_P450,KEGG,5,36,911,7481,1.1640660770482674,0.45054775992249607,0.999945299448402,AV_Delta,Spine_vs_Laparoscopic,down,551,AV_Delta · Spine / Laparoscopic · higher in 2nd
KEGG_PYRUVATE_METABOLISM,KEGG,5,36,911,7481,1.1640660770482674,0.45054775992249607,0.999945299448402,AV_Delta,Spine_vs_Laparoscopic,down,551,AV_Delta · Spine / Laparoscopic · higher in 2nd
KEGG_ERBB_SIGNALING_PATHWAY,KEGG,11,86,911,7481,1.0584515669453467,0.479902568120086,0.999945299448402,AV_Delta,Spine_vs_Laparoscopic,down,551,AV_Delta · Spine / Laparoscopic · higher in 2nd
HALLMARK_GLYCOLYSIS,Hallmark,18,145,911,7481,1.0225988030707602,0.5036050429494447,0.999945299448402,AV_Delta,Spine_vs_Laparoscopic,down,551,AV_Delta · Spine / Laparoscopic · higher in 2nd
KEGG_OOCYTE_MEIOSIS,KEGG,6,47,911,7481,1.055767310027177,0.5171580372098339,0.999945299448402,AV_Delta,Spine_vs_Laparoscopic,down,551,AV_Delta · Spine / Laparoscopic · higher in 2nd
KEGG_METABOLISM_OF_XENOBIOTICS_BY_CYTOCHROME_P450,KEGG,5,39,911,7481,1.0609094653682987,0.5237401749132354,0.999945299448402,AV_Delta,Spine_vs_Laparoscopic,down,551,AV_Delta · Spine / Laparoscopic · higher in 2nd
KEGG_NON_SMALL_CELL_LUNG_CANCER,KEGG,5,39,911,7481,1.0609094653682987,0.5237401749132354,0.999945299448402,AV_Delta,Spine_vs_Laparoscopic,down,551,AV_Delta · Spine / Laparoscopic · higher in 2nd
KEGG_RIG_I_LIKE_RECEPTOR_SIGNALING_PATHWAY,KEGG,7,56,911,7481,1.0305000719622197,0.5316374615905359,0.999945299448402,AV_Delta,Spine_vs_Laparoscopic,down,551,AV_Delta · Spine / Laparoscopic · higher in 2nd
KEGG_B_CELL_RECEPTOR_SIGNALING_PATHWAY,KEGG,8,65,911,7481,1.0122973922974214,0.5441319610887483,0.999945299448402,AV_Delta,Spine_vs_Laparoscopic,down,551,AV_Delta · Spine / Laparoscopic · higher in 2nd
KEGG_MELANOMA,KEGG,9,74,911,7481,0.998550419488169,0.555184011279256,0.999945299448402,AV_Delta,Spine_vs_Laparoscopic,down,551,AV_Delta · Spine / Laparoscopic · higher in 2nd
KEGG_AMYOTROPHIC_LATERAL_SCLEROSIS_ALS,KEGG,4,32,911,7481,1.0303992380217042,0.558190103418027,0.999945299448402,AV_Delta,Spine_vs_Laparoscopic,down,551,AV_Delta · Spine / Laparoscopic · higher in 2nd
KEGG_TYROSINE_METABOLISM,KEGG,4,32,911,7481,1.0303992380217042,0.558190103418027,0.999945299448402,AV_Delta,Spine_vs_Laparoscopic,down,551,AV_Delta · Spine / Laparoscopic · higher in 2nd
KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY,KEGG,16,133,911,7481,0.9859919557188087,0.5612913280875,0.999945299448402,AV_Delta,Spine_vs_Laparoscopic,down,551,AV_Delta · Spine / Laparoscopic · higher in 2nd
KEGG_JAK_STAT_SIGNALING_PATHWAY,KEGG,18,150,911,7481,0.9831024542360488,0.5648863037673725,0.999945299448402,AV_Delta,Spine_vs_Laparoscopic,down,551,AV_Delta · Spine / Laparoscopic · higher in 2nd
KEGG_VASOPRESSIN_REGULATED_WATER_REABSORPTION,KEGG,3,24,911,7481,1.0303657748388706,0.5733790719639027,0.999945299448402,AV_Delta,Spine_vs_Laparoscopic,down,551,AV_Delta · Spine / Laparoscopic · higher in 2nd
KEGG_TYPE_I_DIABETES_MELLITUS,KEGG,4,33,911,7481,0.994716081880175,0.5834969588748858,0.999945299448402,AV_Delta,Spine_vs_Laparoscopic,down,551,AV_Delta · Spine / Laparoscopic · higher in 2nd
KEGG_PROSTATE_CANCER,KEGG,9,76,911,7481,0.9684470612152163,0.588731035198722,0.999945299448402,AV_Delta,Spine_vs_Laparoscopic,down,551,AV_Delta · Spine / Laparoscopic · higher in 2nd
HALLMARK_FATTY_ACID_METABOLISM,Hallmark,13,110,911,7481,0.966054859465056,0.5904209127103776,0.999945299448402,AV_Delta,Spine_vs_Laparoscopic,down,551,AV_Delta · Spine / Laparoscopic · higher in 2nd
KEGG_FATTY_ACID_METABOLISM,KEGG,3,25,911,7481,0.9833817385727465,0.6020623010000274,0.999945299448402,AV_Delta,Spine_vs_Laparoscopic,down,551,AV_Delta · Spine / Laparoscopic · higher in 2nd
KEGG_STARCH_AND_SUCROSE_METABOLISM,KEGG,3,25,911,7481,0.9833817385727465,0.6020623010000274,0.999945299448402,AV_Delta,Spine_vs_Laparoscopic,down,551,AV_Delta · Spine / Laparoscopic · higher in 2nd
HALLMARK_INTERFERON_ALPHA_RESPONSE,Hallmark,7,60,911,7481,0.9521433036293148,0.6077571295891987,0.999945299448402,AV_Delta,Spine_vs_Laparoscopic,down,551,AV_Delta · Spine / Laparoscopic · higher in 2nd
KEGG_GRAFT_VERSUS_HOST_DISEASE,KEGG,4,34,911,7481,0.9614135524209498,0.6079445093176421,0.999945299448402,AV_Delta,Spine_vs_Laparoscopic,down,551,AV_Delta · Spine / Laparoscopic · higher in 2nd
KEGG_VEGF_SIGNALING_PATHWAY,KEGG,7,61,911,7481,0.9343662787724109,0.6257368416284184,0.999945299448402,AV_Delta,Spine_vs_Laparoscopic,down,551,AV_Delta · Spine / Laparoscopic · higher in 2nd
KEGG_FRUCTOSE_AND_MANNOSE_METABOLISM,KEGG,3,26,911,7481,0.9404822353716381,0.6294429025185806,0.999945299448402,AV_Delta,Spine_vs_Laparoscopic,down,551,AV_Delta · Spine / Laparoscopic · higher in 2nd
HALLMARK_TGF_BETA_SIGNALING,Hallmark,5,44,911,7481,0.9241802630302607,0.6349331005879006,0.999945299448402,AV_Delta,Spine_vs_Laparoscopic,down,551,AV_Delta · Spine / Laparoscopic · higher in 2nd
HALLMARK_INTERFERON_GAMMA_RESPONSE,Hallmark,17,148,911,7481,0.934669678647747,0.6404812145280389,0.999945299448402,AV_Delta,Spine_vs_Laparoscopic,down,551,AV_Delta · Spine / Laparoscopic · higher in 2nd
KEGG_PANCREATIC_CANCER,KEGG,7,62,911,7481,0.9172347684659116,0.6432484907891658,0.999945299448402,AV_Delta,Spine_vs_Laparoscopic,down,551,AV_Delta · Spine / Laparoscopic · higher in 2nd
HALLMARK_MITOTIC_SPINDLE,Hallmark,8,72,911,7481,0.9006040673727643,0.6634992997314996,0.999945299448402,AV_Delta,Spine_vs_Laparoscopic,down,551,AV_Delta · Spine / Laparoscopic · higher in 2nd
KEGG_CELL_ADHESION_MOLECULES_CAMS,KEGG,12,107,911,7481,0.9097785827363505,0.6648004770086262,0.999945299448402,AV_Delta,Spine_vs_Laparoscopic,down,551,AV_Delta · Spine / Laparoscopic · higher in 2nd
HALLMARK_XENOBIOTIC_METABOLISM,Hallmark,16,142,911,7481,0.9142814328346969,0.6696363090168188,0.999945299448402,AV_Delta,Spine_vs_Laparoscopic,down,551,AV_Delta · Spine / Laparoscopic · higher in 2nd
KEGG_CHRONIC_MYELOID_LEUKEMIA,KEGG,6,56,911,7481,0.8645174274422834,0.692471438205655,0.999945299448402,AV_Delta,Spine_vs_Laparoscopic,down,551,AV_Delta · Spine / Laparoscopic · higher in 2nd
KEGG_ADIPOCYTOKINE_SIGNALING_PATHWAY,KEGG,5,47,911,7481,0.8578203134690501,0.6934034169718231,0.999945299448402,AV_Delta,Spine_vs_Laparoscopic,down,551,AV_Delta · Spine / Laparoscopic · higher in 2nd
KEGG_T_CELL_RECEPTOR_SIGNALING_PATHWAY,KEGG,10,92,911,7481,0.8781459299002592,0.6976142122846208,0.999945299448402,AV_Delta,Spine_vs_Laparoscopic,down,551,AV_Delta · Spine / Laparoscopic · higher in 2nd
KEGG_LONG_TERM_POTENTIATION,KEGG,3,29,911,7481,0.8316229102387953,0.7035642727631026,0.999945299448402,AV_Delta,Spine_vs_Laparoscopic,down,551,AV_Delta · Spine / Laparoscopic · higher in 2nd
KEGG_NOTCH_SIGNALING_PATHWAY,KEGG,3,29,911,7481,0.8316229102387953,0.7035642727631026,0.999945299448402,AV_Delta,Spine_vs_Laparoscopic,down,551,AV_Delta · Spine / Laparoscopic · higher in 2nd
KEGG_SMALL_CELL_LUNG_CANCER,KEGG,5,48,911,7481,0.837737830482225,0.7113994540216797,0.999945299448402,AV_Delta,Spine_vs_Laparoscopic,down,551,AV_Delta · Spine / Laparoscopic · higher in 2nd
KEGG_CELL_CYCLE,KEGG,7,68,911,7481,0.8262904333303044,0.7376896888410158,0.999945299448402,AV_Delta,Spine_vs_Laparoscopic,down,551,AV_Delta · Spine / Laparoscopic · higher in 2nd
HALLMARK_ANDROGEN_RESPONSE,Hallmark,6,59,911,7481,0.8152520309570669,0.7404474044386392,0.999945299448402,AV_Delta,Spine_vs_Laparoscopic,down,551,AV_Delta · Spine / Laparoscopic · higher in 2nd
HALLMARK_WNT_BETA_CATENIN_SIGNALING,Hallmark,3,31,911,7481,0.7719721783052109,0.7463375505079971,0.999945299448402,AV_Delta,Spine_vs_Laparoscopic,down,551,AV_Delta · Spine / Laparoscopic · higher in 2nd
KEGG_VASCULAR_SMOOTH_MUSCLE_CONTRACTION,KEGG,4,41,911,7481,0.7787121616682995,0.7528377233857371,0.999945299448402,AV_Delta,Spine_vs_Laparoscopic,down,551,AV_Delta · Spine / Laparoscopic · higher in 2nd
KEGG_HUNTINGTONS_DISEASE,KEGG,6,61,911,7481,0.7853573609054398,0.7693130148579681,0.999945299448402,AV_Delta,Spine_vs_Laparoscopic,down,551,AV_Delta · Spine / Laparoscopic · higher in 2nd
HALLMARK_APOPTOSIS,Hallmark,13,126,911,7481,0.8272474217463197,0.7788067891359578,0.999945299448402,AV_Delta,Spine_vs_Laparoscopic,down,551,AV_Delta · Spine / Laparoscopic · higher in 2nd
KEGG_PATHWAYS_IN_CANCER,KEGG,28,259,911,7481,0.8702110527701428,0.7800575704459083,0.999945299448402,AV_Delta,Spine_vs_Laparoscopic,down,551,AV_Delta · Spine / Laparoscopic · higher in 2nd
KEGG_COLORECTAL_CANCER,KEGG,5,53,911,7481,0.7498881824797019,0.7901012069701863,0.999945299448402,AV_Delta,Spine_vs_Laparoscopic,down,551,AV_Delta · Spine / Laparoscopic · higher in 2nd
KEGG_HEMATOPOIETIC_CELL_LINEAGE,KEGG,9,91,911,7481,0.7894881929948848,0.7940829447316771,0.999945299448402,AV_Delta,Spine_vs_Laparoscopic,down,551,AV_Delta · Spine / Laparoscopic · higher in 2nd
HALLMARK_HYPOXIA,Hallmark,14,137,911,7481,0.8180914589532912,0.7967680404947708,0.999945299448402,AV_Delta,Spine_vs_Laparoscopic,down,551,AV_Delta · Spine / Laparoscopic · higher in 2nd
KEGG_TGF_BETA_SIGNALING_PATHWAY,KEGG,8,82,911,7481,0.7777319570424885,0.7973750111026294,0.999945299448402,AV_Delta,Spine_vs_Laparoscopic,down,551,AV_Delta · Spine / Laparoscopic · higher in 2nd
HALLMARK_BILE_ACID_METABOLISM,Hallmark,4,46,911,7481,0.685492686200516,0.828350265254244,0.999945299448402,AV_Delta,Spine_vs_Laparoscopic,down,551,AV_Delta · Spine / Laparoscopic · higher in 2nd
HALLMARK_CHOLESTEROL_HOMEOSTASIS,Hallmark,4,46,911,7481,0.685492686200516,0.828350265254244,0.999945299448402,AV_Delta,Spine_vs_Laparoscopic,down,551,AV_Delta · Spine / Laparoscopic · higher in 2nd
KEGG_AMINO_SUGAR_AND_NUCLEOTIDE_SUGAR_METABOLISM,KEGG,3,36,911,7481,0.6545174263207525,0.8317757397059659,0.999945299448402,AV_Delta,Spine_vs_Laparoscopic,down,551,AV_Delta · Spine / Laparoscopic · higher in 2nd
HALLMARK_IL6_JAK_STAT3_SIGNALING,Hallmark,10,106,911,7481,0.7485002690525177,0.8468687960170715,0.999945299448402,AV_Delta,Spine_vs_Laparoscopic,down,551,AV_Delta · Spine / Laparoscopic · higher in 2nd
KEGG_TOLL_LIKE_RECEPTOR_SIGNALING_PATHWAY,KEGG,8,88,911,7481,0.7187438243605178,0.8559589084106862,0.999945299448402,AV_Delta,Spine_vs_Laparoscopic,down,551,AV_Delta · Spine / Laparoscopic · higher in 2nd
KEGG_GLIOMA,KEGG,4,49,911,7481,0.6395035820125029,0.8637021505847314,0.999945299448402,AV_Delta,Spine_vs_Laparoscopic,down,551,AV_Delta · Spine / Laparoscopic · higher in 2nd
KEGG_INTESTINAL_IMMUNE_NETWORK_FOR_IGA_PRODUCTION,KEGG,3,39,911,7481,0.5997039578698647,0.8701569940589065,0.999945299448402,AV_Delta,Spine_vs_Laparoscopic,down,551,AV_Delta · Spine / Laparoscopic · higher in 2nd
KEGG_LONG_TERM_DEPRESSION,KEGG,3,39,911,7481,0.5997039578698647,0.8701569940589065,0.999945299448402,AV_Delta,Spine_vs_Laparoscopic,down,551,AV_Delta · Spine / Laparoscopic · higher in 2nd
KEGG_ADHERENS_JUNCTION,KEGG,5,60,911,7481,0.6537548140763613,0.8708653727551041,0.999945299448402,AV_Delta,Spine_vs_Laparoscopic,down,551,AV_Delta · Spine / Laparoscopic · higher in 2nd
KEGG_GAP_JUNCTION,KEGG,3,40,911,7481,0.5834079012746031,0.8811149478375611,0.999945299448402,AV_Delta,Spine_vs_Laparoscopic,down,551,AV_Delta · Spine / Laparoscopic · higher in 2nd
HALLMARK_MYOGENESIS,Hallmark,12,130,911,7481,0.729878253538707,0.8825192843754063,0.999945299448402,AV_Delta,Spine_vs_Laparoscopic,down,551,AV_Delta · Spine / Laparoscopic · higher in 2nd
HALLMARK_KRAS_SIGNALING_DN,Hallmark,10,111,911,7481,0.7109003177715609,0.8835018202139446,0.999945299448402,AV_Delta,Spine_vs_Laparoscopic,down,551,AV_Delta · Spine / Laparoscopic · higher in 2nd
HALLMARK_PEROXISOME,Hallmark,4,51,911,7481,0.6121055463680504,0.8836441101004603,0.999945299448402,AV_Delta,Spine_vs_Laparoscopic,down,551,AV_Delta · Spine / Laparoscopic · higher in 2nd
HALLMARK_ESTROGEN_RESPONSE_LATE,Hallmark,10,112,911,7481,0.7038226404335776,0.8898961765574613,0.999945299448402,AV_Delta,Spine_vs_Laparoscopic,down,551,AV_Delta · Spine / Laparoscopic · higher in 2nd
HALLMARK_ANGIOGENESIS,Hallmark,3,41,911,7481,0.567969462635322,0.8912420971363892,0.999945299448402,AV_Delta,Spine_vs_Laparoscopic,down,551,AV_Delta · Spine / Laparoscopic · higher in 2nd
HALLMARK_APICAL_JUNCTION,Hallmark,14,151,911,7481,0.732900349612189,0.8940313017904284,0.999945299448402,AV_Delta,Spine_vs_Laparoscopic,down,551,AV_Delta · Spine / Laparoscopic · higher in 2nd
KEGG_NOD_LIKE_RECEPTOR_SIGNALING_PATHWAY,KEGG,4,53,911,7481,0.5869439022186701,0.9009970231594209,0.999945299448402,AV_Delta,Spine_vs_Laparoscopic,down,551,AV_Delta · Spine / Laparoscopic · higher in 2nd
KEGG_AUTOIMMUNE_THYROID_DISEASE,KEGG,3,43,911,7481,0.539408171256158,0.9092058218709677,0.999945299448402,AV_Delta,Spine_vs_Laparoscopic,down,551,AV_Delta · Spine / Laparoscopic · higher in 2nd
KEGG_PPAR_SIGNALING_PATHWAY,KEGG,3,43,911,7481,0.539408171256158,0.9092058218709677,0.999945299448402,AV_Delta,Spine_vs_Laparoscopic,down,551,AV_Delta · Spine / Laparoscopic · higher in 2nd
HALLMARK_G2M_CHECKPOINT,Hallmark,7,86,911,7481,0.6362630541119269,0.9126992450863398,0.999945299448402,AV_Delta,Spine_vs_Laparoscopic,down,551,AV_Delta · Spine / Laparoscopic · higher in 2nd
HALLMARK_UV_RESPONSE_UP,Hallmark,9,107,911,7481,0.6589758935004318,0.9173254337514052,0.999945299448402,AV_Delta,Spine_vs_Laparoscopic,down,551,AV_Delta · Spine / Laparoscopic · higher in 2nd
KEGG_APOPTOSIS,KEGG,5,67,911,7481,0.5793272904551148,0.9236521332684706,0.999945299448402,AV_Delta,Spine_vs_Laparoscopic,down,551,AV_Delta · Spine / Laparoscopic · higher in 2nd
KEGG_ENDOMETRIAL_CANCER,KEGG,3,47,911,7481,0.4900744711744724,0.9372924055512732,0.999945299448402,AV_Delta,Spine_vs_Laparoscopic,down,551,AV_Delta · Spine / Laparoscopic · higher in 2nd
KEGG_PYRIMIDINE_METABOLISM,KEGG,4,59,911,7481,0.5224377749979616,0.940106464996435,0.999945299448402,AV_Delta,Spine_vs_Laparoscopic,down,551,AV_Delta · Spine / Laparoscopic · higher in 2nd
HALLMARK_COAGULATION,Hallmark,12,144,911,7481,0.6510589852475163,0.9460798488442727,0.999945299448402,AV_Delta,Spine_vs_Laparoscopic,down,551,AV_Delta · Spine / Laparoscopic · higher in 2nd
KEGG_AXON_GUIDANCE,KEGG,10,127,911,7481,0.6121746225464225,0.9557562541900422,0.999945299448402,AV_Delta,Spine_vs_Laparoscopic,down,551,AV_Delta · Spine / Laparoscopic · higher in 2nd
KEGG_ALZHEIMERS_DISEASE,KEGG,5,74,911,7481,0.5199998867771471,0.9563554660134834,0.999945299448402,AV_Delta,Spine_vs_Laparoscopic,down,551,AV_Delta · Spine / Laparoscopic · higher in 2nd
HALLMARK_P53_PATHWAY,Hallmark,9,118,911,7481,0.5914729617722426,0.9595026185775519,0.999945299448402,AV_Delta,Spine_vs_Laparoscopic,down,551,AV_Delta · Spine / Laparoscopic · higher in 2nd
HALLMARK_UNFOLDED_PROTEIN_RESPONSE,Hallmark,4,64,911,7481,0.47853707705107956,0.9613181653567827,0.999945299448402,AV_Delta,Spine_vs_Laparoscopic,down,551,AV_Delta · Spine / Laparoscopic · higher in 2nd
KEGG_CYTOKINE_CYTOKINE_RECEPTOR_INTERACTION,KEGG,30,324,911,7481,0.7269390647279705,0.9620680993645477,0.999945299448402,AV_Delta,Spine_vs_Laparoscopic,down,551,AV_Delta · Spine / Laparoscopic · higher in 2nd
HALLMARK_UV_RESPONSE_DN,Hallmark,6,87,911,7481,0.5311596670041204,0.9625306621130105,0.999945299448402,AV_Delta,Spine_vs_Laparoscopic,down,551,AV_Delta · Spine / Laparoscopic · higher in 2nd
KEGG_NEUROACTIVE_LIGAND_RECEPTOR_INTERACTION,KEGG,3,53,911,7481,0.4308718175990615,0.9647108220466456,0.999945299448402,AV_Delta,Spine_vs_Laparoscopic,down,551,AV_Delta · Spine / Laparoscopic · higher in 2nd
HALLMARK_IL2_STAT5_SIGNALING,Hallmark,10,133,911,7481,0.5817738075327025,0.9702200162852752,0.999945299448402,AV_Delta,Spine_vs_Laparoscopic,down,551,AV_Delta · Spine / Laparoscopic · higher in 2nd
KEGG_WNT_SIGNALING_PATHWAY,KEGG,6,92,911,7481,0.4998952995911796,0.9748391942145977,0.999945299448402,AV_Delta,Spine_vs_Laparoscopic,down,551,AV_Delta · Spine / Laparoscopic · higher in 2nd
KEGG_MELANOGENESIS,KEGG,3,58,911,7481,0.39140374592131555,0.9784778072360496,0.999945299448402,AV_Delta,Spine_vs_Laparoscopic,down,551,AV_Delta · Spine / Laparoscopic · higher in 2nd
HALLMARK_OXIDATIVE_PHOSPHORYLATION,Hallmark,5,83,911,7481,0.4593659878093047,0.979604104226766,0.999945299448402,AV_Delta,Spine_vs_Laparoscopic,down,551,AV_Delta · Spine / Laparoscopic · higher in 2nd
HALLMARK_E2F_TARGETS,Hallmark,6,99,911,7481,0.46177090289064643,0.9858873585867339,0.999945299448402,AV_Delta,Spine_vs_Laparoscopic,down,551,AV_Delta · Spine / Laparoscopic · higher in 2nd
HALLMARK_ESTROGEN_RESPONSE_EARLY,Hallmark,5,88,911,7481,0.43136277834211123,0.9868666042368435,0.999945299448402,AV_Delta,Spine_vs_Laparoscopic,down,551,AV_Delta · Spine / Laparoscopic · higher in 2nd
KEGG_FOCAL_ADHESION,KEGG,11,163,911,7481,0.5161041825472187,0.9923028003100276,0.999945299448402,AV_Delta,Spine_vs_Laparoscopic,down,551,AV_Delta · Spine / Laparoscopic · higher in 2nd
HALLMARK_TNFA_SIGNALING_VIA_NFKB,Hallmark,10,153,911,7481,0.4988611671185627,0.9928682702416308,0.999945299448402,AV_Delta,Spine_vs_Laparoscopic,down,551,AV_Delta · Spine / Laparoscopic · higher in 2nd
KEGG_LYSOSOME,KEGG,3,71,911,7481,0.31594878670308646,0.9943524161177049,0.999945299448402,AV_Delta,Spine_vs_Laparoscopic,down,551,AV_Delta · Spine / Laparoscopic · higher in 2nd
HALLMARK_ALLOGRAFT_REJECTION,Hallmark,9,192,911,7481,0.34827542482946255,0.9999021891710967,0.999945299448402,AV_Delta,Spine_vs_Laparoscopic,down,551,AV_Delta · Spine / Laparoscopic · higher in 2nd
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,Hallmark,10,210,911,7481,0.35352919916036807,0.9999396625895814,0.999945299448402,AV_Delta,Spine_vs_Laparoscopic,down,551,AV_Delta · Spine / Laparoscopic · higher in 2nd
HALLMARK_INFLAMMATORY_RESPONSE,Hallmark,6,158,911,7481,0.2799657417261079,0.999945299448402,0.999945299448402,AV_Delta,Spine_vs_Laparoscopic,down,551,AV_Delta · Spine / Laparoscopic · higher in 2nd
KEGG_PENTOSE_PHOSPHATE_PATHWAY,KEGG,6,20,667,7481,4.407559959390251,0.006408099222262932,0.39443284621437513,AV_Delta,Laparoscopic_vs_HeadNeck,up,345,AV_Delta · Laparoscopic / Head-Neck · higher in 1st
KEGG_PROTEASOME,KEGG,7,28,667,7481,3.4298889945641173,0.009747235872043214,0.39443284621437513,AV_Delta,Laparoscopic_vs_HeadNeck,up,345,AV_Delta · Laparoscopic / Head-Neck · higher in 1st
KEGG_PANTOTHENATE_AND_COA_BIOSYNTHESIS,KEGG,4,11,667,7481,5.863252838857714,0.01242016268675011,0.39443284621437513,AV_Delta,Laparoscopic_vs_HeadNeck,up,345,AV_Delta · Laparoscopic / Head-Neck · higher in 1st
KEGG_REGULATION_OF_AUTOPHAGY,KEGG,7,30,667,7481,3.130805576001068,0.014343012589613641,0.39443284621437513,AV_Delta,Laparoscopic_vs_HeadNeck,up,345,AV_Delta · Laparoscopic / Head-Neck · higher in 1st
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,Hallmark,6,31,667,7481,2.464567059865436,0.05280393374575583,0.832531367862343,AV_Delta,Laparoscopic_vs_HeadNeck,up,345,AV_Delta · Laparoscopic / Head-Neck · higher in 1st
KEGG_ALANINE_ASPARTATE_AND_GLUTAMATE_METABOLISM,KEGG,5,24,667,7481,2.7005997256663012,0.05686696277029175,0.832531367862343,AV_Delta,Laparoscopic_vs_HeadNeck,up,345,AV_Delta · Laparoscopic / Head-Neck · higher in 1st
KEGG_ASTHMA,KEGG,4,18,667,7481,2.929608266035671,0.07004136201229685,0.832531367862343,AV_Delta,Laparoscopic_vs_HeadNeck,up,345,AV_Delta · Laparoscopic / Head-Neck · higher in 1st
KEGG_PURINE_METABOLISM,KEGG,12,86,667,7481,1.668513277855096,0.07844704198359313,0.832531367862343,AV_Delta,Laparoscopic_vs_HeadNeck,up,345,AV_Delta · Laparoscopic / Head-Neck · higher in 1st
HALLMARK_MTORC1_SIGNALING,Hallmark,16,123,667,7481,1.5404608807506168,0.07923242545839626,0.832531367862343,AV_Delta,Laparoscopic_vs_HeadNeck,up,345,AV_Delta · Laparoscopic / Head-Neck · higher in 1st
HALLMARK_HEME_METABOLISM,Hallmark,13,98,667,7481,1.5734824999295633,0.09442092492348063,0.832531367862343,AV_Delta,Laparoscopic_vs_HeadNeck,up,345,AV_Delta · Laparoscopic / Head-Neck · higher in 1st
KEGG_NICOTINATE_AND_NICOTINAMIDE_METABOLISM,KEGG,4,20,667,7481,2.5628806185377337,0.09645300605606347,0.832531367862343,AV_Delta,Laparoscopic_vs_HeadNeck,up,345,AV_Delta · Laparoscopic / Head-Neck · higher in 1st
KEGG_NITROGEN_METABOLISM,KEGG,4,20,667,7481,2.5628806185377337,0.09645300605606347,0.832531367862343,AV_Delta,Laparoscopic_vs_HeadNeck,up,345,AV_Delta · Laparoscopic / Head-Neck · higher in 1st
KEGG_DRUG_METABOLISM_OTHER_ENZYMES,KEGG,5,28,667,7481,2.229701028399558,0.09839007074736782,0.832531367862343,AV_Delta,Laparoscopic_vs_HeadNeck,up,345,AV_Delta · Laparoscopic / Head-Neck · higher in 1st
KEGG_PROXIMAL_TUBULE_BICARBONATE_RECLAMATION,KEGG,3,14,667,7481,2.793605692466361,0.12271185828758706,0.9063101640041217,AV_Delta,Laparoscopic_vs_HeadNeck,up,345,AV_Delta · Laparoscopic / Head-Neck · higher in 1st
KEGG_ALLOGRAFT_REJECTION,KEGG,5,30,667,7481,2.0508036085354227,0.12358774963692569,0.9063101640041217,AV_Delta,Laparoscopic_vs_HeadNeck,up,345,AV_Delta · Laparoscopic / Head-Neck · higher in 1st
KEGG_CYSTEINE_AND_METHIONINE_METABOLISM,KEGG,4,23,667,7481,2.1573547413799044,0.1433054823440359,0.9852251911152468,AV_Delta,Laparoscopic_vs_HeadNeck,up,345,AV_Delta · Laparoscopic / Head-Neck · higher in 1st
HALLMARK_ANGIOGENESIS,Hallmark,6,41,667,7481,1.7579451766240908,0.1539571543465526,0.9961933516541639,AV_Delta,Laparoscopic_vs_HeadNeck,up,345,AV_Delta · Laparoscopic / Head-Neck · higher in 1st
KEGG_GRAFT_VERSUS_HOST_DISEASE,KEGG,5,34,667,7481,1.7669384337543625,0.1816418895549623,0.9995350205027487,AV_Delta,Laparoscopic_vs_HeadNeck,up,345,AV_Delta · Laparoscopic / Head-Neck · higher in 1st
KEGG_INTESTINAL_IMMUNE_NETWORK_FOR_IGA_PRODUCTION,KEGG,5,39,667,7481,1.5060220394265136,0.26508892874267376,0.9995350205027487,AV_Delta,Laparoscopic_vs_HeadNeck,up,345,AV_Delta · Laparoscopic / Head-Neck · higher in 1st
